[0.000000] (-) TimerEvent: {}
[0.005754] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.005781] (-) JobUnselected: {'identifier': 'op_planner'}
[0.005808] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.005835] (-) JobUnselected: {'identifier': 'op_simu'}
[0.005861] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.005893] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.005925] (-) JobUnselected: {'identifier': 'op_utility'}
[0.005970] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.005993] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.006009] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.006029] (-) JobUnselected: {'identifier': 'points2image'}
[0.006045] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.006110] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.006126] (-) JobUnselected: {'identifier': 'pos_db'}
[0.006143] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.006160] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.006175] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.006190] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.006215] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.006246] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.006288] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.006311] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.006326] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.006347] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.006362] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.006424] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.006441] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.006458] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.006476] (-) JobUnselected: {'identifier': 'sound_player'}
[0.006491] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.006508] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.006523] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.006551] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.006592] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.006614] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.006630] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.006649] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.006665] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.006681] (-) JobUnselected: {'identifier': 'vectacam'}
[0.006908] (-) JobUnselected: {'identifier': 'vector_map'}
[0.007074] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.007137] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.007197] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.007240] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.007278] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.007315] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.007352] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.008118] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.008146] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.008178] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.008223] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.008246] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.008262] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.008283] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.008299] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.008371] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.008394] (-) JobUnselected: {'identifier': 'way_planner'}
[0.008411] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.008427] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.008443] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.008462] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.008478] (-) JobUnselected: {'identifier': 'ymc'}
[0.008498] (lidar_euclidean_cluster_detect) JobQueued: {'identifier': 'lidar_euclidean_cluster_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs'), ('vector_map_msgs', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_msgs'), ('vector_map', '/home/hypark/git/Autoware_On_Embedded/install/vector_map'), ('vector_map_server', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_server')])}
[0.008539] (lidar_euclidean_cluster_detect) JobStarted: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.027296] (lidar_euclidean_cluster_detect) JobProgress: {'identifier': 'lidar_euclidean_cluster_detect', 'progress': 'cmake'}
[0.028645] (lidar_euclidean_cluster_detect) JobProgress: {'identifier': 'lidar_euclidean_cluster_detect', 'progress': 'build'}
