[0.000000] (-) TimerEvent: {}
[0.004066] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.004086] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.004107] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.004130] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.004480] (-) JobUnselected: {'identifier': 'log_tools'}
[0.004516] (-) JobUnselected: {'identifier': 'map_file'}
[0.004576] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.004602] (-) JobUnselected: {'identifier': 'map_tools'}
[0.004619] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.004640] (-) JobUnselected: {'identifier': 'memsic_imu'}
[0.004661] (-) JobUnselected: {'identifier': 'microstrain_driver'}
[0.004687] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.004858] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.004874] (-) JobUnselected: {'identifier': 'mrt_cmake_modules'}
[0.004909] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.004967] (-) JobUnselected: {'identifier': 'multi_vlp_combiner'}
[0.004993] (-) JobUnselected: {'identifier': 'multi_vlp_converter'}
[0.005017] (-) JobUnselected: {'identifier': 'multi_vlp_driver'}
[0.005038] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.005064] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.005199] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.005215] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.005249] (-) JobUnselected: {'identifier': 'nmea_navsat'}
[0.005307] (-) JobUnselected: {'identifier': 'obj_db'}
[0.005331] (-) JobUnselected: {'identifier': 'object_map'}
[0.005356] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.005389] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.005408] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.005432] (-) JobUnselected: {'identifier': 'op_planner'}
[0.005586] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.005602] (-) JobUnselected: {'identifier': 'op_simu'}
[0.005641] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.005662] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.005678] (-) JobUnselected: {'identifier': 'op_utility'}
[0.005707] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.005729] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.005756] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.006229] (-) JobUnselected: {'identifier': 'points2image'}
[0.006245] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.006476] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.006492] (-) JobUnselected: {'identifier': 'pos_db'}
[0.006576] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.006693] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.006729] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.006759] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.006788] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.006816] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.006843] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.006870] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.006897] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.006924] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.006950] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.006977] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.007003] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.007030] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.007056] (-) JobUnselected: {'identifier': 'sound_player'}
[0.007084] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.007111] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.007138] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.007165] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.007192] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.007223] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.007249] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.007275] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.007323] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.007346] (-) JobUnselected: {'identifier': 'vectacam'}
[0.007362] (-) JobUnselected: {'identifier': 'vector_map'}
[0.007383] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.007399] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.007420] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.007479] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.007501] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.007517] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.007537] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.007562] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.007594] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.007638] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.007661] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.007677] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.007697] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.007712] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.007762] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.007794] (-) JobUnselected: {'identifier': 'way_planner'}
[0.007810] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.007829] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.007845] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.007860] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.007875] (-) JobUnselected: {'identifier': 'ymc'}
[0.007907] (vision_darknet_detect) JobQueued: {'identifier': 'vision_darknet_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_config_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_config_msgs'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs')])}
[0.007959] (vision_darknet_detect) JobStarted: {'identifier': 'vision_darknet_detect'}
[0.028281] (vision_darknet_detect) JobProgress: {'identifier': 'vision_darknet_detect', 'progress': 'cmake'}
[0.028704] (vision_darknet_detect) JobProgress: {'identifier': 'vision_darknet_detect', 'progress': 'build'}
