[0.000000] (-) TimerEvent: {}
[0.005998] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.006919] (-) JobUnselected: {'identifier': 'sound_player'}
[0.006946] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.006966] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.006985] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.007005] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.007021] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.007050] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.007093] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.007116] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.007132] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.007152] (-) JobUnselected: {'identifier': 'vectacam'}
[0.007182] (-) JobUnselected: {'identifier': 'vector_map'}
[0.007202] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.007912] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.007945] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.007990] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.008014] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.008030] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.008051] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.008067] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.008088] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.008203] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.008232] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.008253] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.008268] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.008285] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.008302] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.008317] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.008334] (-) JobUnselected: {'identifier': 'way_planner'}
[0.008350] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.008365] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.008393] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.008435] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.008458] (-) JobUnselected: {'identifier': 'ymc'}
[0.008479] (lidar_euclidean_cluster_detect) JobQueued: {'identifier': 'lidar_euclidean_cluster_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs'), ('vector_map_msgs', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_msgs'), ('vector_map', '/home/hypark/git/Autoware_On_Embedded/install/vector_map'), ('vector_map_server', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_server')])}
[0.008513] (lidar_euclidean_cluster_detect) JobStarted: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.026999] (lidar_euclidean_cluster_detect) JobProgress: {'identifier': 'lidar_euclidean_cluster_detect', 'progress': 'cmake'}
[0.027786] (lidar_euclidean_cluster_detect) JobProgress: {'identifier': 'lidar_euclidean_cluster_detect', 'progress': 'build'}
