[0.000000] (-) TimerEvent: {}
[0.005751] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.005764] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.005777] (-) JobUnselected: {'identifier': 'sound_player'}
[0.005792] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.005806] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.005820] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.005833] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.005856] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.005913] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.005947] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.005962] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.005979] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.005995] (-) JobUnselected: {'identifier': 'vectacam'}
[0.006014] (-) JobUnselected: {'identifier': 'vector_map'}
[0.006029] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.006058] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.006104] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.006127] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.006142] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.006163] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.006178] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.006193] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.006423] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.006585] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.006647] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.006717] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.007682] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.007715] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.007735] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.007764] (-) JobUnselected: {'identifier': 'way_planner'}
[0.007794] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.008485] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.008567] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.008607] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.008752] (-) JobUnselected: {'identifier': 'ymc'}
[0.008789] (vision_darknet_detect) JobQueued: {'identifier': 'vision_darknet_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_config_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_config_msgs'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs')])}
[0.008835] (vision_darknet_detect) JobStarted: {'identifier': 'vision_darknet_detect'}
[0.027263] (vision_darknet_detect) JobProgress: {'identifier': 'vision_darknet_detect', 'progress': 'cmake'}
[0.027926] (vision_darknet_detect) JobProgress: {'identifier': 'vision_darknet_detect', 'progress': 'build'}
