[0.000000] (-) TimerEvent: {}
[0.005142] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.005160] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.005177] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.005191] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.005217] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.005249] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.005291] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.005314] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.005329] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.005350] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.005369] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.005419] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.005446] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.005467] (-) JobUnselected: {'identifier': 'sound_player'}
[0.005482] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.005499] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.005516] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.005533] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.005549] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.005564] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.005592] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.005633] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.005655] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.005671] (-) JobUnselected: {'identifier': 'vectacam'}
[0.005693] (-) JobUnselected: {'identifier': 'vector_map'}
[0.005708] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.005950] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.006133] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.006199] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.007002] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.007033] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.007058] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.007089] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.007191] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.007221] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.007242] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.007258] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.007274] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.007291] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.007308] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.007325] (-) JobUnselected: {'identifier': 'way_planner'}
[0.007341] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.007356] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.007384] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.007425] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.007448] (-) JobUnselected: {'identifier': 'ymc'}
[0.007468] (autoware_msgs) JobQueued: {'identifier': 'autoware_msgs', 'dependencies': OrderedDict()}
[0.007493] (vision_darknet_detect) JobQueued: {'identifier': 'vision_darknet_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_config_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_config_msgs'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs')])}
[0.007520] (autoware_msgs) JobStarted: {'identifier': 'autoware_msgs'}
[0.027979] (autoware_msgs) JobProgress: {'identifier': 'autoware_msgs', 'progress': 'cmake'}
