[0.000000] (-) TimerEvent: {}
[0.003466] (-) JobUnselected: {'identifier': 'custom_msgs'}
[0.003498] (-) JobUnselected: {'identifier': 'data_preprocessor'}
[0.003530] (-) JobUnselected: {'identifier': 'decision_maker'}
[0.003563] (-) JobUnselected: {'identifier': 'decision_maker_panel'}
[0.003594] (-) JobUnselected: {'identifier': 'detected_objects_visualizer'}
[0.003626] (-) JobUnselected: {'identifier': 'dp_planner'}
[0.003658] (-) JobUnselected: {'identifier': 'ds4'}
[0.003695] (-) JobUnselected: {'identifier': 'ds4_driver'}
[0.003728] (-) JobUnselected: {'identifier': 'ds4_msgs'}
[0.003760] (-) JobUnselected: {'identifier': 'ekf_localizer'}
[0.003792] (-) JobUnselected: {'identifier': 'emergency_handler'}
[0.003823] (-) JobUnselected: {'identifier': 'fastvirtualscan'}
[0.003854] (-) JobUnselected: {'identifier': 'ff_waypoint_follower'}
[0.003885] (-) JobUnselected: {'identifier': 'freespace_planner'}
[0.003917] (-) JobUnselected: {'identifier': 'garmin'}
[0.003949] (-) JobUnselected: {'identifier': 'gazebo_camera_description'}
[0.003981] (-) JobUnselected: {'identifier': 'gazebo_imu_description'}
[0.004013] (-) JobUnselected: {'identifier': 'gazebo_world_description'}
[0.004045] (-) JobUnselected: {'identifier': 'glviewer'}
[0.004077] (-) JobUnselected: {'identifier': 'gnss'}
[0.004108] (-) JobUnselected: {'identifier': 'gnss_localizer'}
[0.004137] (-) JobUnselected: {'identifier': 'graph_tools'}
[0.004170] (-) JobUnselected: {'identifier': 'hokuyo'}
[0.004196] (-) JobUnselected: {'identifier': 'image_processor'}
[0.004223] (-) JobUnselected: {'identifier': 'imm_ukf_pda_track'}
[0.004295] (-) JobUnselected: {'identifier': 'integrated_viewer'}
[0.004324] (-) JobUnselected: {'identifier': 'javad_navsat_driver'}
[0.004359] (-) JobUnselected: {'identifier': 'kitti_box_publisher'}
[0.004386] (-) JobUnselected: {'identifier': 'kitti_launch'}
[0.004405] (-) JobUnselected: {'identifier': 'kitti_player'}
[0.004424] (-) JobUnselected: {'identifier': 'kvaser'}
[0.004450] (-) JobUnselected: {'identifier': 'lane_planner'}
[0.004540] (-) JobUnselected: {'identifier': 'lanelet2'}
[0.004567] (-) JobUnselected: {'identifier': 'lanelet2_core'}
[0.004586] (-) JobUnselected: {'identifier': 'lanelet2_examples'}
[0.004622] (-) JobUnselected: {'identifier': 'lanelet2_extension'}
[0.004657] (-) JobUnselected: {'identifier': 'lanelet2_io'}
[0.004687] (-) JobUnselected: {'identifier': 'lanelet2_maps'}
[0.004714] (-) JobUnselected: {'identifier': 'lanelet2_projection'}
[0.004775] (-) JobUnselected: {'identifier': 'lanelet2_python'}
[0.004855] (-) JobUnselected: {'identifier': 'lanelet2_routing'}
[0.004910] (-) JobUnselected: {'identifier': 'lanelet2_traffic_rules'}
[0.004951] (-) JobUnselected: {'identifier': 'lanelet2_validation'}
[0.005055] (-) JobUnselected: {'identifier': 'lanelet_aisan_converter'}
[0.005087] (-) JobUnselected: {'identifier': 'lattice_planner'}
[0.005107] (-) JobUnselected: {'identifier': 'lgsvl'}
[0.005129] (-) JobUnselected: {'identifier': 'lgsvl_simulator_bridge'}
[0.005150] (-) JobUnselected: {'identifier': 'libvectormap'}
[0.005169] (-) JobUnselected: {'identifier': 'libwaypoint_follower'}
[0.005188] (-) JobUnselected: {'identifier': 'lidar_apollo_cnn_seg_detect'}
[0.005221] (-) JobUnselected: {'identifier': 'lidar_fake_perception'}
[0.005292] (-) JobUnselected: {'identifier': 'lidar_kf_contour_track'}
[0.005323] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.005342] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.005368] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.005387] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.005724] (-) JobUnselected: {'identifier': 'log_tools'}
[0.005774] (-) JobUnselected: {'identifier': 'map_file'}
[0.005870] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.005904] (-) JobUnselected: {'identifier': 'map_tools'}
[0.005953] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.005974] (-) JobUnselected: {'identifier': 'memsic_imu'}
[0.006004] (-) JobUnselected: {'identifier': 'microstrain_driver'}
[0.006025] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.006059] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.006310] (-) JobUnselected: {'identifier': 'mrt_cmake_modules'}
[0.006356] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.006429] (-) JobUnselected: {'identifier': 'multi_vlp_combiner'}
[0.006459] (-) JobUnselected: {'identifier': 'multi_vlp_converter'}
[0.006490] (-) JobUnselected: {'identifier': 'multi_vlp_driver'}
[0.006514] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.006541] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.006731] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.006775] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.006832] (-) JobUnselected: {'identifier': 'nmea_navsat'}
[0.006861] (-) JobUnselected: {'identifier': 'obj_db'}
[0.006880] (-) JobUnselected: {'identifier': 'object_map'}
[0.006915] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.006946] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.006972] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.007000] (-) JobUnselected: {'identifier': 'op_planner'}
[0.007223] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.007302] (-) JobUnselected: {'identifier': 'op_simu'}
[0.007361] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.007980] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.008271] (-) JobUnselected: {'identifier': 'op_utility'}
[0.008336] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.008415] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.008470] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.008518] (-) JobUnselected: {'identifier': 'points2image'}
[0.008573] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.008622] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.008693] (-) JobUnselected: {'identifier': 'pos_db'}
[0.008757] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.008819] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.008883] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.008946] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.009008] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.009072] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.009148] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.009212] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.009274] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.009340] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.009404] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.009468] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.009531] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.009591] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.009629] (-) JobUnselected: {'identifier': 'sound_player'}
[0.009698] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.009779] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.009839] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.009901] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.009963] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.010022] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.010079] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.010135] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.010172] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.010206] (-) JobUnselected: {'identifier': 'vectacam'}
[0.010236] (-) JobUnselected: {'identifier': 'vector_map'}
[0.010266] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.010296] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.010375] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.010426] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.010463] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.010493] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.010523] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.010580] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.010635] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.010670] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.010702] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.010733] (-) JobUnselected: {'identifier': 'vision_darknet_detect'}
[0.010764] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.010794] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.010840] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.010940] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.010988] (-) JobUnselected: {'identifier': 'way_planner'}
[0.011030] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.011066] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.011108] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.011235] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.011269] (-) JobUnselected: {'identifier': 'ymc'}
[0.011317] (lidar_euclidean_cluster_detect) JobQueued: {'identifier': 'lidar_euclidean_cluster_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs'), ('vector_map_msgs', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_msgs'), ('vector_map', '/home/hypark/git/Autoware_On_Embedded/install/vector_map'), ('vector_map_server', '/home/hypark/git/Autoware_On_Embedded/install/vector_map_server')])}
[0.011374] (lidar_euclidean_cluster_detect) JobStarted: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.047904] (lidar_euclidean_cluster_detect) JobProgress: {'identifier': 'lidar_euclidean_cluster_detect', 'progress': 'cmake'}
