[0.000000] (-) TimerEvent: {}
[0.002945] (-) JobUnselected: {'identifier': 'gnss'}
[0.002966] (-) JobUnselected: {'identifier': 'gnss_localizer'}
[0.002982] (-) JobUnselected: {'identifier': 'graph_tools'}
[0.003053] (-) JobUnselected: {'identifier': 'hokuyo'}
[0.003069] (-) JobUnselected: {'identifier': 'image_processor'}
[0.003086] (-) JobUnselected: {'identifier': 'imm_ukf_pda_track'}
[0.003103] (-) JobUnselected: {'identifier': 'integrated_viewer'}
[0.003118] (-) JobUnselected: {'identifier': 'javad_navsat_driver'}
[0.003144] (-) JobUnselected: {'identifier': 'kitti_box_publisher'}
[0.003176] (-) JobUnselected: {'identifier': 'kitti_launch'}
[0.003219] (-) JobUnselected: {'identifier': 'kitti_player'}
[0.003242] (-) JobUnselected: {'identifier': 'kvaser'}
[0.003258] (-) JobUnselected: {'identifier': 'lane_planner'}
[0.003278] (-) JobUnselected: {'identifier': 'lanelet2'}
[0.003293] (-) JobUnselected: {'identifier': 'lanelet2_core'}
[0.003309] (-) JobUnselected: {'identifier': 'lanelet2_examples'}
[0.003372] (-) JobUnselected: {'identifier': 'lanelet2_extension'}
[0.003389] (-) JobUnselected: {'identifier': 'lanelet2_io'}
[0.003432] (-) JobUnselected: {'identifier': 'lanelet2_maps'}
[0.003475] (-) JobUnselected: {'identifier': 'lanelet2_projection'}
[0.003498] (-) JobUnselected: {'identifier': 'lanelet2_python'}
[0.003514] (-) JobUnselected: {'identifier': 'lanelet2_routing'}
[0.003535] (-) JobUnselected: {'identifier': 'lanelet2_traffic_rules'}
[0.003551] (-) JobUnselected: {'identifier': 'lanelet2_validation'}
[0.003785] (-) JobUnselected: {'identifier': 'lanelet_aisan_converter'}
[0.003816] (-) JobUnselected: {'identifier': 'lattice_planner'}
[0.003859] (-) JobUnselected: {'identifier': 'lgsvl'}
[0.003882] (-) JobUnselected: {'identifier': 'lgsvl_simulator_bridge'}
[0.003898] (-) JobUnselected: {'identifier': 'libvectormap'}
[0.003919] (-) JobUnselected: {'identifier': 'libwaypoint_follower'}
[0.003940] (-) JobUnselected: {'identifier': 'lidar_apollo_cnn_seg_detect'}
[0.003956] (-) JobUnselected: {'identifier': 'lidar_euclidean_cluster_detect'}
[0.003977] (-) JobUnselected: {'identifier': 'lidar_fake_perception'}
[0.003994] (-) JobUnselected: {'identifier': 'lidar_kf_contour_track'}
[0.004008] (-) JobUnselected: {'identifier': 'lidar_localizer'}
[0.004021] (-) JobUnselected: {'identifier': 'lidar_naive_l_shape_detect'}
[0.004164] (-) JobUnselected: {'identifier': 'lidar_point_pillars'}
[0.004180] (-) JobUnselected: {'identifier': 'lidar_shape_estimation'}
[0.004194] (-) JobUnselected: {'identifier': 'log_tools'}
[0.004208] (-) JobUnselected: {'identifier': 'map_file'}
[0.004228] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.004242] (-) JobUnselected: {'identifier': 'map_tools'}
[0.004276] (-) JobUnselected: {'identifier': 'marker_downsampler'}
[0.004292] (-) JobUnselected: {'identifier': 'memsic_imu'}
[0.004305] (-) JobUnselected: {'identifier': 'microstrain_driver'}
[0.004319] (-) JobUnselected: {'identifier': 'mpc_follower'}
[0.005158] (-) JobUnselected: {'identifier': 'mqtt_socket'}
[0.005208] (-) JobUnselected: {'identifier': 'mrt_cmake_modules'}
[0.005238] (-) JobUnselected: {'identifier': 'multi_lidar_calibrator'}
[0.005266] (-) JobUnselected: {'identifier': 'multi_vlp_combiner'}
[0.005293] (-) JobUnselected: {'identifier': 'multi_vlp_converter'}
[0.005320] (-) JobUnselected: {'identifier': 'multi_vlp_driver'}
[0.005346] (-) JobUnselected: {'identifier': 'naive_motion_predict'}
[0.005373] (-) JobUnselected: {'identifier': 'ndt_cpu'}
[0.005399] (-) JobUnselected: {'identifier': 'ndt_gpu'}
[0.005426] (-) JobUnselected: {'identifier': 'ndt_tku'}
[0.005452] (-) JobUnselected: {'identifier': 'nmea_navsat'}
[0.005479] (-) JobUnselected: {'identifier': 'obj_db'}
[0.005505] (-) JobUnselected: {'identifier': 'object_map'}
[0.005532] (-) JobUnselected: {'identifier': 'oculus_socket'}
[0.005558] (-) JobUnselected: {'identifier': 'op_global_planner'}
[0.005585] (-) JobUnselected: {'identifier': 'op_local_planner'}
[0.005611] (-) JobUnselected: {'identifier': 'op_planner'}
[0.005637] (-) JobUnselected: {'identifier': 'op_ros_helpers'}
[0.005664] (-) JobUnselected: {'identifier': 'op_simu'}
[0.005690] (-) JobUnselected: {'identifier': 'op_simulation_package'}
[0.005716] (-) JobUnselected: {'identifier': 'op_utilities'}
[0.005743] (-) JobUnselected: {'identifier': 'op_utility'}
[0.005771] (-) JobUnselected: {'identifier': 'pc2_downsampler'}
[0.005806] (-) JobUnselected: {'identifier': 'pcl_omp_registration'}
[0.005833] (-) JobUnselected: {'identifier': 'pixel_cloud_fusion'}
[0.005860] (-) JobUnselected: {'identifier': 'points2image'}
[0.005891] (-) JobUnselected: {'identifier': 'points_downsampler'}
[0.005924] (-) JobUnselected: {'identifier': 'points_preprocessor'}
[0.005972] (-) JobUnselected: {'identifier': 'pos_db'}
[0.005996] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.006027] (-) JobUnselected: {'identifier': 'range_vision_fusion'}
[0.006056] (-) JobUnselected: {'identifier': 'road_occupancy_processor'}
[0.006118] (-) JobUnselected: {'identifier': 'roi_object_filter'}
[0.006149] (-) JobUnselected: {'identifier': 'ros_observer'}
[0.006172] (-) JobUnselected: {'identifier': 'rosbag_controller'}
[0.006192] (-) JobUnselected: {'identifier': 'rosinterface'}
[0.006209] (-) JobUnselected: {'identifier': 'runtime_manager'}
[0.006226] (-) JobUnselected: {'identifier': 'sick_ldmrs_description'}
[0.006243] (-) JobUnselected: {'identifier': 'sick_ldmrs_driver'}
[0.006263] (-) JobUnselected: {'identifier': 'sick_ldmrs_laser'}
[0.006288] (-) JobUnselected: {'identifier': 'sick_ldmrs_msgs'}
[0.006313] (-) JobUnselected: {'identifier': 'sick_ldmrs_tools'}
[0.006339] (-) JobUnselected: {'identifier': 'sick_lms5xx'}
[0.006382] (-) JobUnselected: {'identifier': 'sound_player'}
[0.006405] (-) JobUnselected: {'identifier': 'state_machine_lib'}
[0.006421] (-) JobUnselected: {'identifier': 'tablet_socket'}
[0.006440] (-) JobUnselected: {'identifier': 'tablet_socket_msgs'}
[0.006456] (-) JobUnselected: {'identifier': 'trafficlight_recognizer'}
[0.006471] (-) JobUnselected: {'identifier': 'twist2odom'}
[0.006534] (-) JobUnselected: {'identifier': 'twist_filter'}
[0.006552] (-) JobUnselected: {'identifier': 'twist_gate'}
[0.006568] (-) JobUnselected: {'identifier': 'twist_generator'}
[0.006585] (-) JobUnselected: {'identifier': 'udon_socket'}
[0.006601] (-) JobUnselected: {'identifier': 'vectacam'}
[0.006618] (-) JobUnselected: {'identifier': 'vector_map'}
[0.006633] (-) JobUnselected: {'identifier': 'vector_map_msgs'}
[0.006660] (-) JobUnselected: {'identifier': 'vector_map_server'}
[0.006701] (-) JobUnselected: {'identifier': 'vehicle_description'}
[0.006724] (-) JobUnselected: {'identifier': 'vehicle_engage_panel'}
[0.006739] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_interface'}
[0.006759] (-) JobUnselected: {'identifier': 'vehicle_gazebo_simulation_launcher'}
[0.006776] (-) JobUnselected: {'identifier': 'vehicle_model'}
[0.006791] (-) JobUnselected: {'identifier': 'vehicle_sim_model'}
[0.007031] (-) JobUnselected: {'identifier': 'vehicle_socket'}
[0.007203] (-) JobUnselected: {'identifier': 'vel_pose_diff_checker'}
[0.007267] (-) JobUnselected: {'identifier': 'vision_beyond_track'}
[0.008179] (-) JobUnselected: {'identifier': 'vision_lane_detect'}
[0.008263] (-) JobUnselected: {'identifier': 'vision_segment_enet_detect'}
[0.008290] (-) JobUnselected: {'identifier': 'vision_ssd_detect'}
[0.008309] (-) JobUnselected: {'identifier': 'vlg22c_cam'}
[0.008326] (-) JobUnselected: {'identifier': 'way_planner'}
[0.008423] (-) JobUnselected: {'identifier': 'waypoint_maker'}
[0.009179] (-) JobUnselected: {'identifier': 'waypoint_planner'}
[0.009211] (-) JobUnselected: {'identifier': 'wf_simulator'}
[0.009231] (-) JobUnselected: {'identifier': 'xsens_driver'}
[0.009252] (-) JobUnselected: {'identifier': 'ymc'}
[0.009273] (autoware_build_flags) JobQueued: {'identifier': 'autoware_build_flags', 'dependencies': OrderedDict()}
[0.009293] (autoware_config_msgs) JobQueued: {'identifier': 'autoware_config_msgs', 'dependencies': OrderedDict()}
[0.009453] (vision_darknet_detect) JobQueued: {'identifier': 'vision_darknet_detect', 'dependencies': OrderedDict([('autoware_build_flags', '/home/hypark/git/Autoware_On_Embedded/install/autoware_build_flags'), ('autoware_config_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_config_msgs'), ('autoware_msgs', '/home/hypark/git/Autoware_On_Embedded/install/autoware_msgs')])}
[0.009511] (autoware_build_flags) JobStarted: {'identifier': 'autoware_build_flags'}
[0.022855] (autoware_config_msgs) JobStarted: {'identifier': 'autoware_config_msgs'}
[0.035145] (autoware_build_flags) JobProgress: {'identifier': 'autoware_build_flags', 'progress': 'cmake'}
